id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,label
5907,40,F,African-American,25 - 45,High,Male,13,-1.0,9,0,0,0
5914,27,F,African-American,25 - 45,Low,Male,2,0.0,3,0,0,0
5915,23,F,Caucasian,Less than 25,High,Male,0,-1.0,9,1,1,1
5916,37,M,African-American,25 - 45,High,Male,22,-1.0,9,1,1,1
5917,32,M,African-American,25 - 45,Low,Male,1,-1.0,4,1,1,1
5921,52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,1,1,1
5923,29,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0
5926,49,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0
5928,50,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0,0
5929,26,F,Caucasian,25 - 45,Low,Male,2,0.0,2,1,1,1
5930,34,F,Caucasian,25 - 45,High,Female,0,-1.0,8,1,1,1
5931,28,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,1,0,0
5934,30,F,African-American,25 - 45,Low,Male,0,0.0,3,1,1,1
5935,24,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,1,1
5937,25,M,African-American,25 - 45,Low,Male,0,0.0,2,1,1,1
5938,25,M,African-American,25 - 45,Low,Male,4,-1.0,3,1,1,1
5939,45,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0
5942,26,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,1,1
5943,37,F,Other,25 - 45,Low,Male,2,-1.0,1,0,0,0
5946,24,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,0,0,0
5947,40,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,0
5951,33,F,Hispanic,25 - 45,Low,Female,0,-2.0,2,0,0,0
5953,53,F,Hispanic,Greater than 45,Low,Male,18,0.0,2,0,0,0
5954,55,M,Hispanic,Greater than 45,Low,Male,0,-7.0,1,0,0,0
5957,30,F,Other,25 - 45,High,Male,6,-1.0,9,1,1,1
5958,21,F,African-American,Less than 25,Medium,Male,1,-15.0,7,1,1,1
5960,55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
5963,22,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,1,1
5964,23,F,African-American,Less than 25,Low,Female,1,-6.0,3,0,0,0
5968,57,F,Caucasian,Greater than 45,Low,Male,9,-1.0,4,1,1,1
5969,33,M,Caucasian,25 - 45,Low,Male,0,-2.0,3,1,1,1
5970,32,F,Caucasian,25 - 45,Low,Male,2,0.0,1,0,0,0
5971,47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,0,0
5973,51,M,Caucasian,Greater than 45,Low,Male,6,11.0,1,1,1,1
5974,22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,0,0
5975,47,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0
5976,28,F,Caucasian,25 - 45,Low,Male,1,-21.0,1,1,1,1
5978,28,F,African-American,25 - 45,High,Male,5,-1.0,8,0,0,0
5981,44,M,Caucasian,25 - 45,Low,Female,1,0.0,1,1,1,1
5982,25,F,African-American,25 - 45,Low,Male,0,0.0,4,1,1,1
5984,34,M,African-American,25 - 45,Low,Male,4,-1.0,2,0,0,0
5985,65,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
5987,33,F,Caucasian,25 - 45,Medium,Male,5,0.0,6,1,1,1
5988,23,M,Caucasian,Less than 25,Low,Female,0,-1.0,3,0,0,0
5989,44,M,Caucasian,25 - 45,Low,Female,0,-2.0,1,0,0,0
5992,24,M,African-American,Less than 25,Low,Male,1,-1.0,3,0,0,0
5993,51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,2,0,0,0
5994,21,F,African-American,Less than 25,High,Female,0,-1.0,8,1,1,1
5995,39,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,0,0,0
5996,29,F,African-American,25 - 45,High,Male,29,-1.0,8,1,1,1
5997,24,F,Caucasian,Less than 25,Medium,Male,1,-5.0,6,0,0,0
6000,23,F,African-American,Less than 25,Medium,Female,0,-1.0,5,1,1,1
6001,31,F,African-American,25 - 45,High,Male,11,0.0,10,1,1,1
6002,35,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,0
6004,30,F,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0
6006,39,F,African-American,25 - 45,Medium,Female,4,-3.0,6,0,0,0
6010,51,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
6011,22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,7,0,0,0
6013,29,F,Caucasian,25 - 45,Low,Male,2,-24.0,2,0,0,0
6019,32,F,Caucasian,25 - 45,Low,Male,6,-1.0,2,1,1,1
6021,33,M,Caucasian,25 - 45,Low,Male,3,-16.0,4,1,1,1
6022,58,F,Caucasian,Greater than 45,Low,Male,5,-1.0,3,1,1,1
6023,54,F,Other,Greater than 45,Low,Male,0,-1.0,1,0,0,0
6027,33,F,African-American,25 - 45,High,Male,2,-1.0,9,1,1,1
6030,48,F,African-American,Greater than 45,Low,Male,10,0.0,4,0,0,0
6032,23,M,African-American,Less than 25,High,Male,0,-1.0,8,0,0,0
6034,23,F,Caucasian,Less than 25,Medium,Male,2,-1.0,7,1,1,1
6035,47,M,Asian,Greater than 45,Low,Male,1,0.0,1,0,0,0
6036,21,F,Other,Less than 25,Low,Male,0,-1.0,4,0,0,0
6040,29,M,African-American,25 - 45,High,Male,0,-1.0,9,1,1,1
6041,48,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,0
6042,37,M,Caucasian,25 - 45,Low,Male,4,-1.0,4,1,1,1
6043,50,F,Caucasian,Greater than 45,Low,Male,3,-1.0,3,0,0,0
6044,19,F,African-American,Less than 25,High,Male,3,-1.0,8,1,1,1
6046,49,F,African-American,Greater than 45,Low,Male,13,-1.0,3,0,0,0
6047,58,F,Caucasian,Greater than 45,Medium,Male,2,-1.0,5,0,0,0
6048,31,F,African-American,25 - 45,High,Male,6,0.0,8,0,0,0
6051,23,M,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0,0
6055,23,F,African-American,Less than 25,Low,Female,0,0.0,3,1,1,1
6056,31,F,Caucasian,25 - 45,High,Male,17,-1.0,8,1,1,1
6058,33,F,Other,25 - 45,Low,Male,0,-1.0,1,1,1,1
6062,57,F,Caucasian,Greater than 45,Low,Male,6,-23.0,2,0,0,0
6064,31,M,Caucasian,25 - 45,Low,Female,0,-3.0,2,0,0,0
6065,57,F,African-American,Greater than 45,Medium,Male,19,-1.0,6,0,0,0
6066,57,M,Caucasian,Greater than 45,Medium,Male,12,0.0,5,0,0,0
6067,29,M,African-American,25 - 45,Medium,Male,6,-1.0,7,1,1,1
6070,30,M,African-American,25 - 45,Low,Male,0,0.0,1,1,1,1
6071,45,F,African-American,Greater than 45,Low,Male,11,-1.0,3,0,0,0
6073,42,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,0
6074,48,F,Other,Greater than 45,Low,Male,7,-1.0,2,0,0,0
6075,29,F,African-American,25 - 45,High,Male,12,0.0,8,1,1,1
6078,28,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
6080,25,M,African-American,25 - 45,Low,Male,1,-1.0,2,1,1,1
6081,34,M,Caucasian,25 - 45,Medium,Female,3,-1.0,5,0,0,0
6084,27,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0
6085,39,F,African-American,25 - 45,Low,Male,4,0.0,4,0,0,0
6089,27,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,1,1
6094,30,F,Caucasian,25 - 45,High,Male,7,-1.0,10,1,1,1
6095,31,M,African-American,25 - 45,High,Male,15,-1.0,10,1,1,1
6096,20,M,African-American,Less than 25,High,Male,1,-1.0,9,1,1,1
6097,26,F,Caucasian,25 - 45,High,Male,2,-1.0,9,1,1,1
6100,34,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,1
6101,27,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0
6105,29,F,African-American,25 - 45,Low,Male,4,-1.0,2,1,0,0
6106,27,F,African-American,25 - 45,Medium,Male,7,-1.0,6,0,0,0
6107,24,F,Caucasian,Less than 25,High,Female,0,-1.0,8,0,0,0
6108,29,F,African-American,25 - 45,Medium,Male,0,-1.0,5,1,1,1
6109,20,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0
6110,23,F,Caucasian,Less than 25,Low,Female,0,-1.0,3,0,0,0
6111,48,M,African-American,Greater than 45,Low,Female,0,0.0,1,0,0,0
6112,34,M,African-American,25 - 45,Low,Male,0,0.0,1,1,1,1
6113,46,M,African-American,Greater than 45,Medium,Male,1,-1.0,6,1,1,1
6114,41,F,Caucasian,25 - 45,Medium,Female,3,-1.0,5,0,0,0
6116,26,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,1,1
6117,37,F,African-American,25 - 45,High,Male,11,-1.0,8,1,1,1
6123,22,F,Caucasian,Less than 25,Low,Female,2,-1.0,3,0,0,0
6125,32,F,African-American,25 - 45,Low,Male,7,-1.0,1,0,0,0
6127,44,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0
6131,60,M,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0,0
6133,49,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
6135,30,M,African-American,25 - 45,Low,Male,10,0.0,4,1,1,1
6137,52,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
6140,34,F,African-American,25 - 45,High,Male,0,-1.0,10,0,0,0
6143,55,F,African-American,Greater than 45,Low,Male,5,-1.0,4,1,1,1
6146,33,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0
6147,22,F,African-American,Less than 25,Medium,Male,0,-1.0,6,1,1,1
6148,27,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0
6149,20,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1,1
6150,33,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0
6152,26,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0
6153,29,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0
6154,32,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0,0
6156,37,M,Caucasian,25 - 45,Low,Male,4,0.0,1,0,0,0
6159,31,F,African-American,25 - 45,High,Male,15,0.0,10,0,0,0
6160,29,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,1
6161,31,F,African-American,25 - 45,Low,Male,6,0.0,4,0,0,0
6162,36,F,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0,0
6164,37,F,African-American,25 - 45,Low,Female,1,-11.0,1,0,0,0
6165,34,M,Caucasian,25 - 45,Low,Male,5,-1.0,2,1,1,1
6166,20,M,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,1,1
6169,24,F,Caucasian,Less than 25,High,Male,8,-1.0,9,1,1,1
6170,29,M,African-American,25 - 45,High,Male,8,-1.0,9,1,1,1
6171,45,F,African-American,Greater than 45,Low,Female,1,-4.0,1,0,0,0
6172,34,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,1,1,1
6173,70,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0
6177,23,F,African-American,Less than 25,High,Male,4,-1.0,9,0,0,0
6178,27,M,Caucasian,25 - 45,Low,Male,5,-12.0,4,0,0,0
6179,44,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,1,1
6182,26,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0
6183,23,M,Caucasian,Less than 25,Medium,Female,2,-1.0,6,0,0,0
6185,27,F,African-American,25 - 45,High,Male,3,-1.0,9,1,1,1
6189,46,F,Caucasian,Greater than 45,Low,Female,1,-1.0,2,1,0,0
6191,27,F,African-American,25 - 45,Medium,Female,1,0.0,5,0,0,0
6192,45,F,Caucasian,Greater than 45,Low,Male,7,-1.0,2,0,0,0
6193,42,M,African-American,25 - 45,Medium,Male,1,-12.0,5,0,0,0
6195,24,M,Caucasian,Less than 25,Medium,Female,3,-1.0,5,1,1,1
6196,20,F,African-American,Less than 25,High,Male,2,-1.0,8,1,1,1
6198,49,F,Caucasian,Greater than 45,Low,Male,3,0.0,4,0,0,0
6200,29,F,Hispanic,25 - 45,Low,Male,0,0.0,2,0,0,0
6201,52,F,Caucasian,Greater than 45,Low,Female,1,-8.0,1,0,0,0
6202,37,M,Hispanic,25 - 45,Low,Male,4,0.0,1,1,1,1
6203,26,M,African-American,25 - 45,Low,Male,1,-1.0,3,1,0,0
6205,53,F,African-American,Greater than 45,Low,Male,15,-1.0,1,1,1,1
6206,47,F,Hispanic,Greater than 45,Low,Male,1,-27.0,1,0,0,0
6207,38,M,African-American,25 - 45,High,Male,0,-1.0,8,1,1,1
6208,25,F,African-American,25 - 45,Medium,Male,1,0.0,6,0,0,0
6210,21,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,1
6212,48,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0
6215,24,F,Other,Less than 25,Low,Female,0,-1.0,3,0,0,0
6216,22,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,1,1
6221,38,M,Caucasian,25 - 45,Low,Male,2,0.0,2,0,0,0
6222,23,F,Other,Less than 25,Low,Male,0,0.0,3,1,1,1
6223,54,M,Other,Greater than 45,Low,Male,2,-1.0,1,0,0,0
6224,24,F,Hispanic,Less than 25,Low,Male,1,0.0,4,0,0,0
6226,44,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,1,1
6228,64,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,0
6229,38,M,Caucasian,25 - 45,Medium,Male,5,-18.0,5,1,1,1
6230,45,M,Other,Greater than 45,Low,Female,0,-1.0,1,0,0,0
6231,49,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,0,0,0
6236,33,M,Asian,25 - 45,Low,Male,0,-1.0,1,0,0,0
6238,44,F,Hispanic,25 - 45,Low,Male,2,-1.0,2,0,0,0
6239,51,F,African-American,Greater than 45,Low,Male,3,-1.0,1,0,0,0
6240,50,F,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0
6241,33,M,Caucasian,25 - 45,Low,Male,2,-22.0,2,0,0,0
6242,54,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0
6244,28,F,Hispanic,25 - 45,Medium,Male,3,-1.0,5,1,1,1
6247,42,M,African-American,25 - 45,Medium,Male,17,-1.0,7,1,1,1
6248,34,F,Caucasian,25 - 45,Low,Male,3,-1.0,1,0,0,0
6249,38,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,1,1,1
6250,21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,1,1
6251,33,F,African-American,25 - 45,Low,Male,5,0.0,4,0,0,0
6256,32,M,African-American,25 - 45,Medium,Male,9,-1.0,7,1,1,1
6259,45,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,0,0
6260,30,F,Caucasian,25 - 45,High,Male,1,-1.0,8,1,1,1
6264,29,F,African-American,25 - 45,High,Female,0,-1.0,10,0,0,0
6267,51,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,1,1,1
6268,28,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,0
6271,27,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,0
6274,28,F,Hispanic,25 - 45,High,Male,16,-1.0,10,1,1,1
6278,30,F,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0
6280,32,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0
6281,27,F,Caucasian,25 - 45,Low,Male,5,-1.0,4,0,0,0
6282,21,F,Hispanic,Less than 25,Medium,Male,1,-1.0,5,1,1,1
6284,21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,0,0
6285,34,F,Caucasian,25 - 45,Low,Female,0,-1.0,3,1,1,1
6286,24,F,African-American,Less than 25,High,Male,7,-1.0,9,1,1,1
6287,32,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,0
6289,38,F,Caucasian,25 - 45,Medium,Female,5,-1.0,6,1,1,1
6292,56,M,African-American,Greater than 45,Low,Male,3,-28.0,1,0,0,0
6293,44,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0
6296,31,M,African-American,25 - 45,Medium,Male,1,-1.0,5,1,1,1
6297,25,F,Caucasian,25 - 45,Medium,Female,6,-1.0,7,0,0,0
6299,20,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,0,0
6300,35,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0,0
6301,33,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1,1
6302,24,M,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0
6303,40,M,Hispanic,25 - 45,Low,Female,2,-7.0,2,0,0,0
6304,27,F,African-American,25 - 45,High,Male,9,0.0,9,1,1,1
6312,38,F,African-American,25 - 45,Medium,Male,9,-1.0,5,1,1,1
6314,20,F,Caucasian,Less than 25,Medium,Male,0,-1.0,6,1,1,1
6315,30,F,African-American,25 - 45,Low,Male,9,-1.0,3,1,1,1
6317,36,F,Caucasian,25 - 45,Medium,Male,9,0.0,6,1,1,1
6319,23,M,African-American,Less than 25,High,Male,2,-1.0,9,1,1,1
6320,39,F,African-American,25 - 45,High,Male,21,-1.0,10,1,1,1
6322,29,F,Caucasian,25 - 45,Medium,Male,3,-1.0,6,1,1,1
6323,58,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,1,1
6324,23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,7,0,0,0
6326,23,M,Caucasian,Less than 25,High,Male,3,-1.0,8,1,1,1
6328,68,F,African-American,Greater than 45,Low,Female,5,-4.0,2,0,0,0
6330,26,M,Caucasian,25 - 45,Medium,Female,2,0.0,5,0,0,0
6332,51,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,1,1
6335,25,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0
6336,40,F,African-American,25 - 45,High,Male,5,0.0,9,1,1,1
6337,51,F,African-American,Greater than 45,Medium,Male,14,-11.0,5,0,0,0
6338,27,M,African-American,25 - 45,Medium,Male,2,-1.0,5,1,1,1
6339,49,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,1,1
6341,36,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0
6345,20,F,African-American,Less than 25,Low,Male,0,-4.0,3,0,0,0
6347,21,F,African-American,Less than 25,High,Male,2,0.0,10,1,1,1
6349,31,F,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0
6353,57,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0
6354,61,F,Caucasian,Greater than 45,Low,Female,8,0.0,3,1,1,1
6356,35,F,Hispanic,25 - 45,Low,Male,3,-23.0,1,1,1,1
6359,54,F,African-American,Greater than 45,Medium,Male,3,-1.0,6,1,1,1
6360,39,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0
6361,24,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0,0
6362,29,F,Hispanic,25 - 45,Low,Female,0,-1.0,4,1,1,1
6365,48,F,African-American,Greater than 45,High,Male,8,-1.0,9,1,1,1
6367,30,M,African-American,25 - 45,Medium,Male,6,0.0,7,1,1,1
6368,26,F,African-American,25 - 45,High,Male,10,-1.0,10,1,1,1
6371,37,F,African-American,25 - 45,High,Male,12,0.0,9,1,1,1
6372,26,F,African-American,25 - 45,Medium,Male,4,0.0,6,1,1,1
6373,29,M,African-American,25 - 45,High,Male,7,0.0,10,1,1,1
6375,26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,1,1
6376,60,F,African-American,Greater than 45,Low,Male,2,0.0,1,0,0,0
6377,27,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,1,1,1
6379,22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,0,0,0
6380,28,F,African-American,25 - 45,Medium,Male,3,0.0,7,0,0,0
6381,33,F,African-American,25 - 45,Medium,Male,13,0.0,6,1,1,1
6382,28,F,African-American,25 - 45,Low,Male,2,-1.0,2,1,0,0
6383,55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,1,1
6384,21,F,African-American,Less than 25,High,Male,6,-19.0,8,1,1,1
6386,28,F,Hispanic,25 - 45,Low,Male,2,-1.0,3,1,1,1
6387,22,M,Hispanic,Less than 25,Low,Female,0,-1.0,2,0,0,0
6389,29,F,Caucasian,25 - 45,Medium,Female,6,-2.0,7,1,1,1
6391,24,M,African-American,Less than 25,High,Male,2,0.0,8,1,1,1
6392,50,F,African-American,Greater than 45,Low,Male,12,-22.0,1,1,1,1
6393,24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1,1
6394,47,F,African-American,Greater than 45,Low,Male,1,-1.0,2,0,0,0
6396,54,F,Caucasian,Greater than 45,Low,Male,6,0.0,1,0,0,0
6398,42,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0
6399,35,F,Caucasian,25 - 45,Low,Male,5,-20.0,3,0,0,0
6400,30,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1,1
6401,53,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0
6402,31,M,African-American,25 - 45,Low,Female,2,-1.0,3,0,0,0
6409,31,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,1,1
6412,23,F,Other,Less than 25,High,Male,4,-1.0,10,0,0,0
6413,47,F,African-American,Greater than 45,Low,Male,9,-1.0,4,1,0,0
6420,24,M,African-American,Less than 25,High,Male,9,-1.0,9,1,1,1
6422,22,F,African-American,Less than 25,High,Female,2,-1.0,9,0,0,0
6424,45,M,Hispanic,Greater than 45,Low,Male,1,-22.0,1,0,0,0
6425,30,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0,0
6426,30,M,Other,25 - 45,High,Male,5,-1.0,8,1,1,1
6428,43,M,Caucasian,25 - 45,High,Female,22,-1.0,10,1,1,1
6430,50,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0
6431,24,F,Other,Less than 25,Low,Female,2,-1.0,4,1,1,1
6432,42,F,Caucasian,25 - 45,Medium,Female,3,-3.0,5,0,0,0
6433,29,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,1,1,1
6436,31,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0
6439,25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,1,1
6441,36,F,African-American,25 - 45,Medium,Male,4,0.0,5,0,0,0
6442,24,M,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1,1
6443,28,F,Caucasian,25 - 45,Medium,Male,5,0.0,5,0,0,0
6446,31,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,1
6447,23,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0
6448,29,M,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,1,1
6449,51,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,1,1
6450,34,F,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0,0
6451,29,F,African-American,25 - 45,Low,Male,12,0.0,2,1,1,1
6453,39,F,African-American,25 - 45,High,Male,13,-1.0,10,1,1,1
6458,36,M,Hispanic,25 - 45,Low,Female,0,0.0,2,0,0,0
6459,59,M,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,1,1
6462,23,F,African-American,Less than 25,High,Male,3,-1.0,8,1,1,1
6463,31,F,African-American,25 - 45,High,Male,15,0.0,8,0,0,0
6466,53,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0
6467,34,F,African-American,25 - 45,Medium,Male,12,0.0,7,0,0,0
6468,63,F,African-American,Greater than 45,Low,Female,1,0.0,1,0,0,0
6469,21,F,Other,Less than 25,Low,Male,0,-1.0,4,1,1,1
6470,21,F,African-American,Less than 25,Medium,Female,0,0.0,7,1,1,1
6471,47,F,Caucasian,Greater than 45,High,Male,28,-1.0,9,1,1,1
6473,34,F,African-American,25 - 45,Medium,Male,7,0.0,5,1,1,1
6477,58,F,Caucasian,Greater than 45,Medium,Male,4,0.0,5,1,1,1
6478,40,F,Hispanic,25 - 45,Low,Female,4,0.0,3,1,1,1
6480,36,F,African-American,25 - 45,High,Male,16,-8.0,8,1,1,1
6481,23,M,African-American,Less than 25,Low,Female,0,-1.0,4,1,0,0
6482,34,F,African-American,25 - 45,Low,Male,5,-1.0,2,1,1,1
6483,56,F,Caucasian,Greater than 45,Low,Male,13,-13.0,2,0,0,0
6484,52,F,Caucasian,Greater than 45,Low,Female,0,-6.0,1,0,0,0
6485,56,F,African-American,Greater than 45,Low,Male,0,-1.0,2,0,0,0
6487,37,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0
6488,50,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0
6489,25,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,1,1
6490,22,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1,1
6491,43,M,Caucasian,25 - 45,Low,Female,0,0.0,1,1,1,1
6492,30,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0
6495,29,F,Asian,25 - 45,Low,Male,0,-1.0,1,0,0,0
6496,24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0
6497,29,M,African-American,25 - 45,High,Male,7,-1.0,8,1,1,1
6500,24,F,Caucasian,Less than 25,Low,Female,0,-2.0,4,0,0,0
6501,74,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0,0
6502,27,M,African-American,25 - 45,Medium,Male,8,0.0,7,1,1,1
6503,37,F,Hispanic,25 - 45,Low,Male,1,-1.0,2,1,1,1
6505,29,F,Caucasian,25 - 45,Low,Male,5,0.0,2,0,0,0
6508,35,F,African-American,25 - 45,Low,Female,5,-1.0,3,0,0,0
6511,29,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,1,1
6512,36,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0
6514,26,F,Caucasian,25 - 45,Low,Male,2,0.0,4,0,0,0
6520,26,F,African-American,25 - 45,Medium,Female,1,-1.0,5,0,0,0
6521,39,F,Caucasian,25 - 45,Medium,Female,11,-1.0,6,1,1,1
6522,22,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,1,1
6524,28,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0
6525,51,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,1,1,1
6526,35,M,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0,0
6527,23,M,African-American,Less than 25,Low,Female,0,-1.0,2,0,0,0
6528,29,F,African-American,25 - 45,Medium,Male,6,0.0,6,1,1,1
6529,20,F,Other,Less than 25,Low,Male,0,-1.0,3,1,1,1
6531,24,M,African-American,Less than 25,High,Male,1,-1.0,9,1,1,1
6533,23,M,Hispanic,Less than 25,Low,Female,2,-1.0,4,0,0,0
6534,33,F,African-American,25 - 45,Medium,Female,5,-1.0,7,0,0,0
6535,21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,1,1
6536,59,M,Caucasian,Greater than 45,Low,Male,3,-3.0,1,0,0,0
6537,26,F,Caucasian,25 - 45,Low,Male,4,0.0,4,1,1,1
6539,38,F,Other,25 - 45,Low,Male,2,-1.0,1,0,0,0
6546,28,F,Hispanic,25 - 45,High,Male,2,-1.0,8,0,0,0
6547,23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,5,1,1,1
6548,21,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1,1
6549,52,M,African-American,Greater than 45,Low,Male,0,-1.0,1,1,1,1
6550,56,F,African-American,Greater than 45,Medium,Male,12,-1.0,5,1,1,1
